3_5	4	holds	0.5012639169999602
3_6	4	holds	0.4776605000006384
3_7	4	holds	0.5260917079995124
3_8	4	holds	0.5630021670003771
3_9	4	holds	0.5342667089989845
4_1	4	holds	0.4677267919996666
4_2	4	holds	0.4828486669994163
4_3	4	holds	0.4933092499995837
4_4	4	holds	0.4886374589987099
4_5	4	holds	0.4564950839994708
4_6	4	holds	0.4759334169993963
4_7	4	holds	0.4690924999995332
4_8	4	holds	0.47775875000115775
4_9	4	holds	0.4639927499993064
5_1	4	holds	0.4864728339998692
5_2	4	holds	0.4565990840001177
5_3	4	holds	0.4834137509988068
5_4	4	holds	0.4769808330001979
5_5	4	holds	0.469283667000127
5_6	4	holds	0.5103787089992693
5_7	4	holds	0.5020026250003866
5_8	4	holds	0.516897000001336
5_9	4	holds	0.489595790999374
1_1	5	holds	1.554931624999881
1_1	6	holds	5.016075544001069
1_9	7	violated	0.6488463759997103
2_9	8	violated	0.6185222500007512
3_3	9	holds	2.9630538760011405
4_5	10	holds	0.8966264169994247
